"Subject","Trials","IIV"
"10000",33,1.06885058748393
"10001",30,1.28762061219939
"10003",32,0.961122961346912
"101366",26,1.13800810567304
"101657",28,1.05347594432857
"102257",31,0.937657493089306
"102439.01",23,1.52767277560631
"102439",33,1.19725935477132
"103364.01",29,1.32343805937184
"103907",34,0.593297869930658
"106721.01",32,0.797365943211877
"106722.01",30,0.762961921691268
"106880",27,0.662687879171907
"106936",26,0.95582050028089
"107196",31,0.7506472528047
"112761",21,1.4234313170166
"113111",34,0.62775424493062
"114713",31,0.676913175456252
"117158",26,1.20733868309236
"117223",21,1.55223772526984
"117326",26,1.63791690106777
"117939",33,0.711402197989192
"118259",22,1.09359921355018
"118418",33,0.584074934770057
"118594",32,0.999675901937913
"118601",18,2.03029326826015
"118700",32,0.717827134783888
"118764",34,0.859248261251668
"118775",32,1.04544433838005
"118834",30,1.2883326373395
"118835",27,1.35607650229781
"118877",32,1.02411931734552
"119264",18,1.76881255677773
"119271",27,0.91679917736303
"119384",33,1.06791465587831
"119492",31,1.02152908207397
"119522",29,0.895176223960702
"119523",32,0.734007265154548
"119570",34,1.18924884849645
"119578",25,0.985914210926622
"119589",28,1.30768488030489
"119604",33,0.836357009283469
"119864",32,1.12628777303301
"119913.01",32,0.940330831509914
"119913",26,1.34181899755308
"121407",28,0.742418642522173
"122522",28,0.970976940354426
"132566",25,0.864815187330909
"15305",28,0.833854977475739
"17621",28,0.685456143434888
"18121",24,1.19601723140616
"18167",23,0.910749624808647
"18199",31,0.667504105152552
"19494",27,0.703580526552457
"19525",30,0.784040557850431
"19541",31,0.651090885693058
"19542",32,0.801492061285418
"19607",30,1.23688431553976
"19615",31,0.970423740285746
"80557",33,1.02646054224741
"81760",34,0.944506222210695
"82039",32,0.750905078121043
"83835",26,0.746111949759596
"85853",30,0.940160565614694
"88760",33,0.931615493605387
"92554",22,0.832216744483937
"92927",33,0.807605668522557
"93734",32,1.01546793099343
"93856",30,0.932423407674109
"98532",30,0.731058925712392
